trip_id,date,dept_lat,dept_lon,arr_lat,arr_lon,vehicle_type,request_time,wait_time_min,trip_distance_km,est_time_min,actual_time_min,arr_time,fare_usd,surge_pricing,tip_usd,driver_rating,traffic_level,weather,estimated_CO2_g
465,2026-02-07,11.550575,104.851923,11.532507,104.918818,Rickshaw,08:13,7,6.53,22,36,08:49,5.1,1.5,1.87,4,Very High,Cloudy,352.96
466,2026-02-07,11.538638,104.916394,11.541386,104.851158,Rickshaw,17:00,11,6.38,21,34,17:34,2.84,1.2,0.0,5,Very High,Clear,472.22
467,2026-02-07,11.583454,104.851596,11.541752,104.867683,Rickshaw,09:55,3,4.86,16,15,10:10,1.92,1.0,0.96,5,Medium,Windy,350.51
468,2026-02-07,11.520612,104.9237,11.532754,104.939961,Motor Dup,10:52,7,4.56,15,19,11:11,1.63,1.0,0.83,5,Very High,Clear,360.75
469,2026-02-07,11.516918,104.951196,11.559768,104.954952,Rickshaw,13:17,5,3.96,13,11,13:28,3.07,1.5,0.0,4,High,Smog,236.08
470,2026-02-07,11.563197,104.87367,11.515527,104.925024,Remork,21:05,2,7.95,26,26,21:31,6.38,1.5,0.7,5,Low,Windy,786.12
471,2026-02-07,11.514961,104.917021,11.542055,104.961319,Rickshaw,18:28,4,6.54,22,23,18:51,3.24,1.0,1.69,4,Medium,Clear,451.69
472,2026-02-07,11.579873,104.898719,11.562349,104.944677,EV Car,09:34,2,7.4,25,26,10:00,5.63,1.0,1.24,4,Medium,Cloudy,1.68
473,2026-02-07,11.528848,104.926914,11.533839,104.93779,Rickshaw,22:42,5,6.73,22,24,23:06,3.37,1.1,1.77,5,Medium,Clear,499.7
474,2026-02-07,11.555286,104.954886,11.553533,104.914131,Motor Dup,12:51,4,6.23,21,21,13:12,3.22,1.3,0.0,5,High,Clear,550.66
475,2026-02-07,11.561178,104.952448,11.522546,104.946073,Remork,08:36,4,7.19,24,23,08:59,4.98,1.1,4.27,5,High,Clear,637.53
476,2026-02-07,11.548316,104.936325,11.57265,104.901796,EV Car,06:27,4,5.7,19,22,06:49,3.59,1.0,0.0,5,Medium,Clear,40.74
477,2026-02-07,11.603198,104.893463,11.537978,104.949036,Rickshaw,08:23,7,5.47,18,21,08:44,2.85,1.1,0.0,4,Very High,Windy,286.19
478,2026-02-07,11.531016,104.864546,11.519869,104.952978,Motor Dup,17:01,6,4.75,16,18,17:19,1.88,1.5,1.63,5,Medium,Clear,327.59
479,2026-02-07,11.595038,104.897999,11.551565,104.930518,EV Car,08:17,7,6.73,22,24,08:41,6.29,1.3,1.83,5,Very High,Cloudy,63.34
480,2026-02-07,11.538995,104.880153,11.605517,104.941907,Rickshaw,17:35,8,9.56,32,41,18:16,6.05,1.4,1.02,5,Very High,Cloudy,633.25
481,2026-02-07,11.527513,104.887887,11.604837,104.915673,Remork,11:00,8,4.48,15,24,11:24,2.59,1.0,0.0,4,Very High,Smog,374.66
482,2026-02-07,11.543112,104.860124,11.562799,104.925671,Rickshaw,22:09,2,3.56,12,12,22:21,1.28,1.0,0.0,5,Medium,Clear,265.05
483,2026-02-07,11.52913,104.932792,11.52026,104.851576,Motor Dup,20:44,2,5.24,17,19,21:03,2.03,1.0,1.4,4,Low,Clear,332.23
484,2026-02-07,11.553293,104.87652,11.536176,104.919099,EV Car,18:21,8,6.89,23,34,18:55,4.55,1.1,1.98,5,Very High,Cloudy,35.0
485,2026-02-07,11.58178,104.962539,11.571507,104.905251,Rickshaw,07:56,7,3.17,11,16,08:12,1.54,1.1,1.27,4,Very High,Clear,249.4
486,2026-02-07,11.554897,104.959363,11.607172,104.871476,EV Car,22:48,3,3.98,13,15,23:03,3.19,1.0,1.17,4,Low,Clear,17.24
487,2026-02-07,11.530531,104.926854,11.566075,104.905424,EV Car,13:37,5,5.08,17,26,14:03,6.29,1.5,1.74,5,High,Clear,6.82
488,2026-02-07,11.561414,104.950151,11.5711,104.869097,Remork,11:07,2,3.83,13,12,11:19,3.29,1.4,0.0,4,Medium,Clear,408.24
489,2026-02-07,11.551659,104.881884,11.551432,104.910698,Rickshaw,07:31,2,5.85,20,23,07:54,4.19,1.3,0.0,5,Medium,Clear,444.71
490,2026-02-07,11.597822,104.886329,11.528651,104.966975,Remork,13:16,8,5.45,18,25,13:41,3.62,1.2,0.82,3,Very High,Clear,520.51
491,2026-02-07,11.515802,104.921195,11.591679,104.929792,Rickshaw,16:16,2,3.32,11,11,16:27,1.53,1.0,0.0,5,Low,Clear,180.92
492,2026-02-07,11.587755,104.922349,11.587033,104.940998,Rickshaw,12:05,4,9.38,31,31,12:36,4.84,1.1,0.0,5,High,Cloudy,643.21
493,2026-02-07,11.573046,104.901414,11.594644,104.880284,Remork,18:09,7,6.4,21,33,18:42,5.06,1.3,0.0,5,Very High,Clear,730.57
494,2026-02-07,11.580076,104.921261,11.582065,104.891745,Motor Dup,14:50,4,7.6,25,34,15:24,3.05,1.2,0.0,3,High,Cloudy,681.48
495,2026-02-07,11.557371,104.873302,11.571107,104.931753,Motor Dup,13:10,3,5.12,17,19,13:29,2.27,1.4,0.0,5,Medium,Clear,424.93
496,2026-02-07,11.530926,104.917571,11.576407,104.892725,EV Car,20:04,3,6.87,23,24,20:28,6.71,1.4,1.13,5,Medium,Clear,50.52
497,2026-02-07,11.558935,104.910902,11.522397,104.915657,Remork,12:16,5,4.66,16,16,12:32,2.65,1.1,0.0,5,High,Clear,521.62
498,2026-02-07,11.535993,104.87738,11.573954,104.886413,Remork,21:12,4,7.91,26,25,21:37,4.67,1.0,0.0,4,Medium,Clear,750.35
499,2026-02-07,11.608046,104.857625,11.572319,104.875917,Rickshaw,17:43,8,9.54,32,43,18:26,5.15,1.2,0.0,4,High,Clear,689.42
500,2026-02-07,11.565901,104.933704,11.536843,104.918259,Rickshaw,12:45,6,6.71,22,28,13:13,4.71,1.5,1.49,4,High,Clear,419.8
501,2026-02-07,11.511157,104.854865,11.517548,104.854567,Motor Dup,16:38,2,4.25,14,14,16:52,1.54,1.1,1.62,4,Medium,Cloudy,347.39
502,2026-02-07,11.555915,104.965764,11.585614,104.851588,Motor Dup,18:26,4,6.2,21,27,18:53,1.75,1.0,0.0,5,High,Clear,464.23
503,2026-02-07,11.521086,104.969487,11.604401,104.912112,Rickshaw,06:35,3,7.37,25,27,07:02,3.46,1.0,0.0,5,Medium,Clear,484.77
504,2026-02-07,11.55575,104.931431,11.513118,104.935136,Rickshaw,12:27,9,7.35,24,31,12:58,5.43,1.4,0.0,3,High,Clear,540.26
505,2026-02-07,11.517608,104.87613,11.537631,104.859314,EV Car,20:12,1,4.65,16,18,20:30,2.91,1.0,0.0,5,Low,Clear,39.08
506,2026-02-07,11.601564,104.904827,11.531548,104.858406,Rickshaw,08:06,6,7.3,24,32,08:38,5.28,1.4,7.59,2,Very High,Clear,523.14
507,2026-02-07,11.582502,104.968054,11.583725,104.951719,Remork,06:37,4,3.57,12,11,06:48,1.66,1.0,0.0,5,Low,Cloudy,399.57
508,2026-02-07,11.539775,104.952497,11.51913,104.962449,Remork,17:10,6,8.59,29,39,17:49,6.54,1.4,1.25,4,Very High,Windy,804.5
509,2026-02-07,11.581749,104.918653,11.554143,104.953435,Rickshaw,12:28,6,5.31,18,30,12:58,4.0,1.4,0.0,5,Very High,Clear,267.15
510,2026-02-07,11.555841,104.875339,11.543122,104.895742,Rickshaw,06:38,5,10.82,36,40,07:18,4.42,1.0,0.0,5,High,Cloudy,768.68
511,2026-02-07,11.538073,104.955143,11.546965,104.88067,Remork,11:50,3,4.85,16,21,12:11,3.89,1.4,0.0,3,Medium,Cloudy,535.28
512,2026-02-07,11.547789,104.919612,11.526331,104.905923,Remork,21:18,4,8.63,29,30,21:48,4.94,1.0,0.0,5,Medium,Clear,838.7
513,2026-02-07,11.567708,104.854357,11.598666,104.96977,Motor Dup,11:04,4,5.65,19,23,11:27,1.83,1.0,1.74,5,High,Smog,455.83
514,2026-02-07,11.57007,104.901328,11.533701,104.852322,Rickshaw,10:01,5,7.07,24,32,10:33,3.83,1.0,0.0,5,High,Smog,388.45
515,2026-02-07,11.570954,104.964509,11.576,104.879686,Motor Dup,18:08,6,6.02,20,21,18:29,3.27,1.5,1.17,4,High,Cloudy,510.32
516,2026-02-07,11.52881,104.931605,11.566628,104.855793,EV Car,17:03,8,5.14,17,24,17:27,4.08,1.3,0.0,5,Very High,Windy,38.78
517,2026-02-07,11.598633,104.877448,11.52492,104.903723,EV Car,08:02,6,7.24,24,28,08:30,7.39,1.5,0.0,4,High,Clear,25.24
518,2026-02-07,11.571793,104.941302,11.550284,104.897691,Rickshaw,19:15,1,3.23,11,9,19:24,1.66,1.0,0.0,5,Low,Cloudy,208.46
519,2026-02-07,11.564669,104.865542,11.587793,104.894475,Rickshaw,08:27,4,6.1,20,18,08:45,3.06,1.0,0.0,5,Medium,Clear,455.76
520,2026-02-07,11.532907,104.916095,11.60474,104.861427,Remork,17:37,2,6.28,21,23,18:00,5.7,1.5,0.62,3,Medium,Cloudy,555.18
521,2026-02-07,11.602083,104.939019,11.573771,104.8642,Remork,21:16,2,8.13,27,26,21:42,6.41,1.3,0.0,4,Low,Cloudy,941.43
522,2026-02-07,11.553107,104.915427,11.564268,104.91508,Remork,08:46,2,5.72,19,17,09:03,3.67,1.4,0.64,3,Low,Cloudy,681.88
523,2026-02-07,11.592023,104.933729,11.526794,104.863271,Remork,14:20,3,4.77,16,14,14:34,2.36,1.0,0.86,4,Medium,Cloudy,435.08
524,2026-02-07,11.567398,104.92436,11.540779,104.936491,Rickshaw,08:15,5,7.66,26,35,08:50,4.98,1.2,0.0,3,High,Clear,458.51
525,2026-02-07,11.515367,104.929077,11.607036,104.882267,Rickshaw,20:37,4,3.11,10,10,20:47,1.94,1.5,0.0,3,Medium,Smog,157.46
526,2026-02-07,11.548397,104.880371,11.511563,104.86054,Rickshaw,17:19,7,7.71,26,34,17:53,5.17,1.3,0.0,4,Very High,Windy,514.65
527,2026-02-07,11.576295,104.947097,11.523969,104.944078,EV Car,21:19,5,2.94,10,15,21:34,2.29,1.0,0.0,5,Medium,Clear,9.41
528,2026-02-07,11.582388,104.931817,11.591591,104.934392,Remork,09:07,2,4.22,14,17,09:24,2.09,1.0,0.0,3,Medium,Clear,484.05
529,2026-02-08,11.54122,104.908943,11.55996,104.906931,Rickshaw,16:02,2,7.41,25,24,16:26,4.94,1.3,1.98,4,Low,Smog,568.12
530,2026-02-08,11.585622,104.910512,11.593494,104.922133,Rickshaw,16:44,1,8.5,28,26,17:10,3.16,1.0,0.0,4,Low,Clear,647.76
531,2026-02-08,11.531172,104.958691,11.603296,104.889463,EV Car,10:42,2,9.01,30,31,11:13,7.4,1.0,0.0,5,Low,Windy,75.84
532,2026-02-08,11.532806,104.853179,11.583018,104.908648,EV Car,06:59,8,7.27,24,31,07:30,5.53,1.0,0.52,5,High,Smog,17.45
533,2026-02-08,11.590149,104.908177,11.599889,104.879331,Motor Dup,17:06,3,5.89,20,20,17:26,2.79,1.4,1.9,5,Low,Cloudy,465.91
534,2026-02-08,11.537386,104.908116,11.533056,104.894198,Rickshaw,19:43,1,5.05,17,17,20:00,2.16,1.0,0.0,5,Low,Cloudy,394.67
535,2026-02-08,11.594251,104.948263,11.57734,104.910107,Rickshaw,06:54,5,6.59,22,22,07:16,3.46,1.3,0.0,5,High,Cloudy,386.89
536,2026-02-08,11.560054,104.942272,11.55159,104.934923,Rickshaw,18:29,8,9.19,31,38,19:07,5.08,1.2,1.96,5,Very High,Clear,732.96
537,2026-02-08,11.601938,104.940327,11.536772,104.889819,Remork,08:51,5,3.67,12,17,09:08,2.59,1.5,0.0,5,High,Cloudy,346.06
538,2026-02-08,11.597969,104.952256,11.539853,104.86265,Motor Dup,12:22,7,6.97,23,39,13:01,2.91,1.5,0.0,5,Very High,Cloudy,528.92
539,2026-02-08,11.57354,104.891751,11.580217,104.965843,Remork,18:49,7,5.88,20,19,19:08,4.29,1.3,1.64,5,Very High,Clear,637.82
540,2026-02-08,11.577143,104.872175,11.542782,104.872771,EV Car,10:40,2,6.94,23,21,11:01,4.29,1.0,0.0,5,Low,Clear,29.25
541,2026-02-08,11.554437,104.884735,11.563246,104.896841,Rickshaw,21:58,2,4.72,16,16,22:14,3.2,1.3,0.98,5,Low,Cloudy,280.98
542,2026-02-08,11.554458,104.908581,11.576107,104.955183,Motor Dup,17:28,6,7.66,26,34,18:02,3.75,1.4,0.0,5,High,Clear,675.97
543,2026-02-08,11.555538,104.907656,11.527771,104.855592,Rickshaw,06:42,4,7.03,23,25,07:07,3.53,1.2,0.87,5,Medium,Clear,409.87
544,2026-02-08,11.531562,104.958812,11.514107,104.856599,Rickshaw,07:53,2,6.83,23,26,08:19,3.41,1.1,0.0,5,Medium,Clear,541.7
545,2026-02-08,11.556173,104.917573,11.520939,104.926706,Motor Dup,16:01,1,9.2,31,29,16:30,3.21,1.0,0.53,5,Low,Clear,658.55
546,2026-02-08,11.518082,104.936345,11.540747,104.914097,Rickshaw,12:30,5,5.02,17,29,12:59,2.27,1.2,0.0,5,Very High,Cloudy,255.31
547,2026-02-08,11.527258,104.925454,11.565158,104.865479,Remork,17:31,2,7.47,25,23,17:54,5.39,1.2,0.0,5,Medium,Clear,805.19
548,2026-02-08,11.544871,104.918513,11.536651,104.880543,Rickshaw,14:23,4,3.15,10,9,14:32,1.38,1.0,0.0,5,Medium,Clear,200.53
549,2026-02-08,11.525399,104.902806,11.563847,104.933018,Remork,09:39,2,6.71,22,24,10:03,3.96,1.2,0.0,3,Medium,Cloudy,712.31
550,2026-02-08,11.556513,104.866117,11.513198,104.961558,Rickshaw,12:29,5,9.5,32,35,13:04,4.18,1.0,0.0,4,Medium,Cloudy,515.72
551,2026-02-08,11.604416,104.911837,11.600062,104.905252,Rickshaw,08:06,5,0.81,3,9,08:15,0.46,1.1,0.0,5,High,Windy,63.89
552,2026-02-08,11.517958,104.860374,11.559345,104.936305,Rickshaw,13:33,6,4.68,16,18,13:51,2.44,1.0,1.66,5,High,Cloudy,254.94
553,2026-02-08,11.565672,104.914859,11.519975,104.902488,Rickshaw,17:09,8,4.33,14,15,17:24,2.8,1.2,0.0,5,Very High,Clear,324.09
554,2026-02-08,11.599353,104.954715,11.579224,104.903298,Rickshaw,12:00,5,4.26,14,14,12:14,2.35,1.3,0.86,5,High,Clear,338.99
555,2026-02-08,11.589325,104.882752,11.602649,104.908944,Rickshaw,12:00,6,7.2,24,32,12:32,4.48,1.4,1.28,4,High,Clear,448.9
556,2026-02-08,11.572697,104.857968,11.560585,104.928608,Rickshaw,13:02,2,6.37,21,26,13:28,4.33,1.5,0.92,4,Medium,Cloudy,412.58
557,2026-02-08,11.609815,104.90801,11.53261,104.960997,Remork,18:02,3,5.94,20,21,18:23,3.61,1.3,0.0,5,Medium,Cloudy,709.79
558,2026-02-08,11.599766,104.926138,11.609998,104.902149,Remork,18:08,4,4.86,16,23,18:31,3.38,1.5,0.56,5,High,Smog,525.71
559,2026-02-08,11.510652,104.91936,11.559221,104.966055,Rickshaw,18:06,7,6.65,22,26,18:32,3.56,1.3,1.45,5,Very High,Clear,424.35
560,2026-02-08,11.540968,104.90605,11.600042,104.947654,EV Car,18:02,5,3.93,13,15,18:17,3.8,1.2,1.16,5,High,Clear,32.2
561,2026-02-08,11.578245,104.861005,11.535781,104.864318,Rickshaw,13:09,8,7.1,24,25,13:34,3.54,1.1,0.0,5,Very High,Clear,466.88
562,2026-02-08,11.5971,104.915738,11.594419,104.89988,Motor Dup,17:20,5,0.66,2,3,17:23,0.26,1.1,0.0,4,High,Clear,49.11
563,2026-02-08,11.564527,104.929128,11.525244,104.934306,Rickshaw,12:15,1,8.68,29,27,12:42,5.16,1.5,8.01,5,Low,Cloudy,648.37
564,2026-02-08,11.577467,104.966816,11.553973,104.895676,Remork,16:57,2,4.45,15,16,17:13,2.6,1.0,1.31,5,Medium,Clear,440.56
565,2026-02-08,11.551797,104.931333,11.541357,104.89677,Remork,06:35,2,6.5,22,25,07:00,3.63,1.0,8.23,4,Medium,Windy,599.06
566,2026-02-08,11.583977,104.864442,11.541457,104.877229,Rickshaw,09:16,3,6.36,21,22,09:38,2.26,1.0,0.0,5,Medium,Cloudy,340.35
567,2026-02-08,11.536383,104.870281,11.60794,104.890607,Rickshaw,08:26,5,7.51,25,25,08:51,4.58,1.2,1.72,5,High,Clear,535.34
568,2026-02-08,11.54734,104.864512,11.57844,104.873747,EV Car,08:04,6,5.65,19,18,08:22,4.26,1.2,0.0,1,High,Clear,49.59
569,2026-02-08,11.530796,104.934875,11.584915,104.922599,Remork,07:25,7,7.49,25,24,07:49,5.34,1.2,0.0,5,Very High,Clear,674.47
570,2026-02-08,11.556599,104.933162,11.551564,104.921667,Rickshaw,13:01,8,7.97,27,26,13:27,5.83,1.5,0.0,4,Very High,Clear,465.98
571,2026-02-08,11.521306,104.934809,11.540596,104.887833,Motor Dup,12:30,7,4.16,14,27,12:57,1.98,1.2,0.0,5,Very High,Windy,276.37
572,2026-02-08,11.531065,104.938185,11.542291,104.903948,Remork,20:14,1,4.87,16,16,20:30,3.04,1.0,0.0,5,Low,Windy,514.82
573,2026-02-08,11.527576,104.940141,11.517597,104.884007,Rickshaw,13:58,7,5.42,18,24,14:22,2.24,1.0,0.0,5,Very High,Cloudy,356.05
574,2026-02-08,11.576287,104.961189,11.560861,104.904343,Rickshaw,22:51,2,4.95,16,15,23:06,2.11,1.1,0.0,4,Medium,Clear,322.91
575,2026-02-08,11.602694,104.888401,11.589958,104.923209,Rickshaw,17:24,2,7.54,25,23,17:47,4.55,1.3,1.9,3,Medium,Cloudy,497.35
576,2026-02-08,11.533062,104.956626,11.574449,104.858262,Rickshaw,08:34,3,4.23,14,12,08:46,2.27,1.1,0.0,5,Medium,Clear,256.84
577,2026-02-08,11.554568,104.868906,11.59816,104.868084,Rickshaw,14:59,5,6.13,20,31,15:30,3.22,1.2,1.08,3,High,Clear,479.39
578,2026-02-08,11.583862,104.9203,11.572727,104.901223,EV Car,06:12,6,2.59,9,9,06:21,2.81,1.5,0.0,5,Medium,Cloudy,19.06
579,2026-02-08,11.587365,104.919902,11.551135,104.943655,Motor Dup,12:14,7,6.4,21,23,12:37,2.24,1.1,0.0,4,Very High,Cloudy,564.72
580,2026-02-08,11.591052,104.963619,11.596517,104.923233,Rickshaw,11:06,3,5.48,18,19,11:25,2.62,1.0,0.0,5,Medium,Clear,409.56
581,2026-02-08,11.544491,104.857686,11.527447,104.886407,Rickshaw,18:58,5,6.51,22,23,19:21,3.63,1.5,0.0,5,High,Smog,334.31
582,2026-02-08,11.585828,104.852702,11.587203,104.919928,Rickshaw,11:48,3,10.34,34,40,12:28,4.6,1.0,1.18,4,High,Cloudy,687.16
583,2026-02-08,11.597418,104.88093,11.539506,104.858059,Remork,08:08,3,7.84,26,33,08:41,4.64,1.0,0.7,4,High,Clear,765.32
584,2026-02-08,11.568863,104.857336,11.574371,104.957801,Rickshaw,07:44,2,7.99,27,29,08:13,3.87,1.3,0.0,4,Medium,Clear,544.27
585,2026-02-08,11.605525,104.914705,11.56551,104.891327,Remork,12:54,8,6.69,22,25,13:19,3.33,1.1,0.0,5,Very High,Cloudy,683.57
586,2026-02-08,11.558023,104.899969,11.600749,104.958168,Remork,12:21,5,8.5,28,33,12:54,6.98,1.5,0.9,5,High,Clear,796.82
587,2026-02-08,11.576189,104.882379,11.543492,104.869298,Rickshaw,07:38,7,3.4,11,19,07:57,2.39,1.4,0.0,5,Very High,Windy,205.65
588,2026-02-08,11.523539,104.94162,11.514699,104.875227,Rickshaw,13:22,6,4.71,16,18,13:40,2.46,1.2,0.0,5,High,Clear,236.96
589,2026-02-08,11.563449,104.905077,11.548828,104.912459,EV Car,07:30,3,4.94,16,16,07:46,3.91,1.1,1.72,5,Medium,Cloudy,34.82
590,2026-02-08,11.516551,104.931851,11.53006,104.878121,Motor Dup,16:18,4,3.89,13,14,16:32,1.57,1.1,0.8,2,High,Cloudy,277.14
591,2026-02-08,11.51328,104.941001,11.549443,104.857638,Remork,07:20,2,8.51,28,27,07:47,7.14,1.3,1.84,5,Low,Windy,966.14
592,2026-02-08,11.55949,104.878448,11.528365,104.889987,Rickshaw,13:33,8,5.17,17,28,14:01,3.1,1.2,0.0,4,Very High,Clear,293.59
593,2026-02-08,11.533671,104.868413,11.582613,104.873297,Rickshaw,20:50,1,6.09,20,21,21:11,3.1,1.1,0.0,5,Low,Clear,457.02
594,2026-02-08,11.569905,104.90792,11.514871,104.867352,Motor Dup,10:20,3,7.37,25,23,10:43,1.96,1.0,0.0,2,Low,Cloudy,613.7
595,2026-02-08,11.554717,104.873443,11.595047,104.922438,Rickshaw,14:50,7,7.65,26,29,15:19,3.36,1.0,1.8,5,Very High,Clear,477.75
596,2026-02-08,11.538857,104.899075,11.515723,104.859404,Rickshaw,07:09,7,3.99,13,23,07:32,2.42,1.5,0.0,5,Very High,Cloudy,227.52
597,2026-02-08,11.51612,104.854229,11.533756,104.883831,Rickshaw,06:57,8,7.78,26,25,07:22,3.91,1.0,0.0,3,Very High,Clear,587.03
598,2026-02-08,11.599526,104.892972,11.559721,104.949205,Rickshaw,12:23,8,4.5,15,22,12:45,2.15,1.3,1.71,4,Very High,Clear,314.5
599,2026-02-08,11.546216,104.923641,11.532296,104.967478,Remork,06:19,2,8.42,28,28,06:47,4.99,1.0,0.0,5,Low,Cloudy,685.74
600,2026-02-08,11.596299,104.889135,11.583991,104.957263,Rickshaw,11:44,3,6.48,22,20,12:04,3.53,1.0,0.0,3,Medium,Cloudy,473.58
601,2026-02-09,11.517354,104.960393,11.60368,104.90302,EV Car,13:35,7,4.64,15,13,13:48,3.47,1.2,0.0,5,Very High,Clear,24.44
602,2026-02-09,11.580513,104.906141,11.54225,104.877542,Remork,07:48,5,6.63,22,24,08:12,4.51,1.2,0.0,4,High,Clear,753.07
603,2026-02-09,11.54261,104.908182,11.5524,104.967375,Remork,18:25,5,8.02,27,37,19:02,6.24,1.5,8.74,3,High,Cloudy,891.44
604,2026-02-09,11.572644,104.865645,11.592691,104.937225,Rickshaw,13:00,3,7.17,24,32,13:32,4.61,1.2,0.0,5,High,Clear,442.28
605,2026-02-09,11.534213,104.941878,11.560754,104.895578,EV Car,07:17,6,6.28,21,24,07:41,7.85,1.5,6.64,5,High,Clear,23.26
606,2026-02-09,11.552495,104.924415,11.539767,104.868712,Rickshaw,09:04,7,4.67,16,14,09:18,1.72,1.0,0.0,5,High,Windy,264.83
607,2026-02-09,11.564048,104.901046,11.602637,104.892289,EV Car,08:17,7,5.48,18,29,08:46,5.08,1.5,0.53,1,Very High,Clear,2.44
608,2026-02-09,11.526107,104.868406,11.529823,104.917781,EV Car,19:11,4,7.91,26,26,19:37,6.27,1.0,0.0,5,High,Clear,19.78
609,2026-02-09,11.570645,104.876272,11.515286,104.88014,Rickshaw,06:24,2,4.85,16,15,06:39,2.21,1.0,0.0,4,Medium,Cloudy,299.99
610,2026-02-09,11.556298,104.919984,11.518159,104.884676,EV Car,09:03,3,5.7,19,19,09:22,3.89,1.0,0.0,5,Medium,Cloudy,13.28
611,2026-02-09,11.526666,104.873168,11.560954,104.877472,Rickshaw,11:07,5,2.13,7,11,11:18,0.9,1.0,0.0,5,Medium,Windy,131.91
612,2026-02-09,11.553851,104.865387,11.597565,104.950004,Rickshaw,06:23,1,7.4,25,23,06:46,4.03,1.0,0.0,5,Low,Clear,407.34
613,2026-02-09,11.572753,104.878053,11.562003,104.879769,EV Car,12:43,7,6.3,21,31,13:14,5.7,1.1,1.27,5,Very High,Cloudy,5.36
614,2026-02-09,11.53129,104.912963,11.521352,104.899769,Remork,18:51,10,4.28,14,16,19:07,2.59,1.3,8.1,3,Very High,Clear,451.97
615,2026-02-09,11.592222,104.869072,11.578605,104.905436,Motor Dup,13:51,6,1.09,4,18,14:09,0.55,1.4,1.21,5,Very High,Clear,96.22
616,2026-02-09,11.579988,104.85159,11.510095,104.86046,EV Car,08:37,8,10.73,36,47,09:24,10.75,1.3,1.67,4,Very High,Cloudy,51.94
617,2026-02-09,11.519298,104.918025,11.599503,104.950381,Rickshaw,11:40,5,7.79,26,25,12:05,4.54,1.4,0.61,5,Medium,Smog,553.14
618,2026-02-09,11.521703,104.863739,11.553217,104.895653,Remork,08:29,5,7.73,26,30,08:59,6.52,1.5,0.0,5,High,Clear,876.99
619,2026-02-09,11.562145,104.934399,11.58436,104.915408,Rickshaw,12:23,5,7.84,26,36,12:59,3.95,1.1,0.0,5,High,Cloudy,592.24
620,2026-02-09,11.590366,104.899654,11.571663,104.862315,EV Car,06:10,4,7.22,24,28,06:38,5.01,1.0,0.68,4,High,Smog,58.84
621,2026-02-09,11.550322,104.875657,11.516297,104.889424,Rickshaw,07:39,8,6.8,23,29,08:08,4.08,1.3,1.36,4,High,Windy,502.79
622,2026-02-09,11.576875,104.867729,11.58558,104.905125,Rickshaw,13:50,4,5.92,20,20,14:10,3.5,1.4,1.84,4,High,Clear,335.24
623,2026-02-09,11.561731,104.950693,11.576446,104.949153,Rickshaw,20:32,3,6.83,23,28,21:00,4.32,1.2,1.09,4,Medium,Smog,503.36
624,2026-02-09,11.542486,104.896035,11.599121,104.966765,Rickshaw,19:17,1,1.82,6,4,19:21,0.91,1.0,1.65,5,Low,Cloudy,134.8
625,2026-02-09,11.581876,104.899199,11.558608,104.866146,Rickshaw,15:24,2,8.27,28,26,15:50,3.3,1.0,3.38,5,Low,Cloudy,568.41
626,2026-02-09,11.563057,104.877303,11.522185,104.860359,Rickshaw,07:39,4,5.31,18,18,07:57,4.23,1.5,0.0,5,High,Cloudy,286.43
627,2026-02-09,11.599421,104.869619,11.595108,104.929986,Remork,06:23,5,6.17,21,31,06:54,3.11,1.0,0.0,5,High,Clear,703.2
628,2026-02-09,11.599437,104.963751,11.569963,104.917819,Rickshaw,07:28,5,4.13,14,21,07:49,1.98,1.3,0.62,5,High,Clear,316.78
629,2026-02-09,11.577446,104.952377,11.567009,104.860631,Motor Dup,10:44,3,5.65,19,20,11:04,1.41,1.0,0.0,5,Low,Clear,434.93
630,2026-02-09,11.573602,104.872182,11.570116,104.878224,EV Car,12:58,8,6.28,21,30,13:28,5.97,1.5,8.36,3,Very High,Clear,4.97
631,2026-02-09,11.527934,104.90495,11.516221,104.932867,Motor Dup,07:26,5,3.72,12,18,07:44,1.47,1.1,0.0,5,High,Clear,236.21
632,2026-02-09,11.576127,104.936375,11.546004,104.896477,Motor Dup,19:13,3,4.36,15,13,19:26,1.61,1.0,0.0,4,Medium,Windy,290.17
633,2026-02-09,11.522728,104.915103,11.524607,104.909849,Rickshaw,09:49,3,6.07,20,21,10:10,3.42,1.2,1.02,3,Medium,Cloudy,388.83
634,2026-02-09,11.579695,104.944921,11.57203,104.968592,Motor Dup,18:11,7,10.44,35,38,18:49,4.84,1.5,0.92,5,Very High,Cloudy,714.41
635,2026-02-09,11.598169,104.969532,11.587833,104.881925,EV Car,07:15,10,5.78,19,24,07:39,6.25,1.3,0.0,3,High,Cloudy,5.59
636,2026-02-09,11.607389,104.905963,11.531589,104.929753,Rickshaw,13:43,7,4.61,15,14,13:57,2.8,1.4,4.48,5,Medium,Clear,310.86
637,2026-02-09,11.538615,104.949474,11.538536,104.92879,EV Car,16:12,3,4.45,15,16,16:28,2.75,1.0,1.25,5,Medium,Clear,10.87
638,2026-02-09,11.533439,104.890881,11.536707,104.948133,Motor Dup,12:42,5,5.66,19,23,13:05,1.75,1.1,1.38,5,Medium,Clear,499.15
639,2026-02-09,11.574377,104.881943,11.561406,104.871109,Rickshaw,12:42,8,4.53,15,28,13:10,3.1,1.5,1.54,5,Very High,Clear,276.44
